SMILES,MolWt,LogP,HBD,HBA,TPSA,RotBonds,AromaticRings,HeavyAtoms,FractionCSP3
CCC(C)C(=O)OC1CCC2(C3C1(OC24CC5C6CN7CC(CCC7C(C6C(C(C5(C4C(C3)OC(=O)C)O)OC(=O)C(C)(CC)O)O)(C)O)C)O)C,735.912,2.0656,5,13,192.52,7,0,52,0.923076923
CC1C(C(CC(O1)O)O)OCC2C(C(C(C(O2)OC3CCC4(C5CCC6(C(CCC6(C5CCC4(C3)O)O)C7=CC(=O)OC7)C)C=O)O)OC)O,710.814,0.2575,6,14,210.9,8,0,50,0.888888889
CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(CCC(C5)O)CO)O,406.519,1.6916,4,6,107.22,2,0,29,0.869565217
C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])Br,229.93,-0.1773,0,6,129.42,3,0,11,1
CC(=O)OC1CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC(=O)C)CCN3C,371.433,2.2126,0,6,65.07,2,1,27,0.619047619
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)CO)O,362.466,1.6391,3,5,94.83,3,0,26,0.80952381
CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN(C)C.Cl,340.294,4.6035,0,2,12.47,6,2,22,0.333333333
CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O,388.464,2.8591,2,5,99.96,9,2,28,0.380952381
CC12CCC3C(C14C(O4)CC2C5=COC(=O)C=C5)CCC6(C3(CCC(C6)O)C=O)O,414.498,2.5522,2,6,100.27,2,1,30,0.75
CCOC(=O)C1(CCN(CC1)CCC(C2=CC=CC=C2)O)C3=CC=CC=C3,367.489,3.707,1,4,49.77,7,2,27,0.434782609
CC[N+](CC)(P(OCC)OCC)P(=O)([O-])OC,287.233,2.2577,0,5,67.82,9,0,17,1
CC[N+](CC)(P(OCC)OCC)P(=O)(O)OC,288.241,2.8897,1,4,64.99,9,0,17,1
CCC(C)(C)CC,100.205,2.8326,0,0,0,2,0,7,1
CC1=CCC(CC1)(C(C)C)O,154.253,2.5037,1,1,20.23,1,0,11,0.8
C#CC1(CCCCC1)OC(=O)NC(=O)N,210.233,1.1274,2,3,81.42,1,0,15,0.6
CC1=CC(=CC=C1)OP(=O)(OC2=CC=CC(=C2)C)OC3=CC=CC(=C3)C,368.369,6.25676,0,4,44.76,6,3,26,0.142857143
CCCC(C)(C)CC,114.232,3.2227,0,0,0,3,0,8,1
C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O,257.223,-1.4526,2,6,99.05,8,0,16,1
CCCC[Sn](CCCC)(F)F,270.939,3.9678,0,0,0,6,0,11,1
C(=O)(N)NN.Cl,111.532,-1.0498,3,2,81.14,0,0,6,0
CC[Al](Cl)Cl,126.95,1.9721,0,0,0,1,0,5,1
[AlH](Cl)Cl,98.896,0.7305,0,0,0,0,0,3,0
CC(C)C=C,70.135,1.8284,0,0,0,1,0,5,0.6
CCC(=C)C,70.135,1.9725,0,0,0,1,0,5,0.6
CC(=C)CCl,90.553,1.8013,0,0,0,1,0,5,0.5
CC(C=C)Cl,90.553,1.7997,0,0,0,1,0,5,0.5
CC(=CCl)Cl,110.971,2.3253,0,0,0,0,0,5,0.333333333
C=CC(Cl)Cl,110.971,1.9761,0,0,0,1,0,5,0.333333333
CC(=O)[O-].[Ag+],166.912,-1.2463,0,2,40.13,0,0,5,0.5
CC(=O)[O-].[Tl+],263.427,-1.6246,0,2,40.13,0,0,5,0.5
C(=O)([O-])[O-].[Fe+2],115.853,-2.4495,0,3,63.19,0,0,5,0
CC(C)C(=C)C,84.162,2.2185,0,0,0,1,0,6,0.666666667
CC(=C(C)C)C,84.162,2.3626,0,0,0,0,0,6,0.666666667
CC(C)C(=O)C,86.134,1.2314,0,1,17.07,1,0,6,0.8
CC(C(C)Cl)O,108.568,0.9945,1,1,20.23,1,0,6,1
CC([N+](=O)[O-])Br,153.963,1.004,0,2,43.14,1,0,6,1
C1C(O1)C2CO2,86.09,-0.216,0,2,25.06,1,0,6,1
CCC(C)C(C)(C)C,114.232,3.0786,0,0,0,1,0,8,1
CC1C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,444.44,-0.5042,6,10,181.62,1,1,32,0.409090909
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)N,290.344,2.06,2,4,89.26,3,2,20,0.071428571
CC1(SCCS1)C2=CC=C(C=C2)F,214.33,3.4784,0,2,0,1,1,13,0.4
CC1=C(C=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2)N,311.407,1.89782,3,4,101.29,3,1,21,0.5
CCC(C)C(C)C,100.205,2.6885,0,0,0,2,0,7,1
CCC(C)C(C)O,102.177,1.4133,1,1,20.23,2,0,7,1
CCC(C)C(=O)C,100.161,1.6215,0,1,17.07,2,0,7,0.833333333
C(C(C(=O)O)Cl)Cl,142.969,0.9172,1,1,37.3,2,0,7,0.666666667
CCC(C(C)C)O,102.177,1.4133,1,1,20.23,2,0,7,1
CCC(=O)C(C)C,100.161,1.6215,0,1,17.07,2,0,7,0.833333333
CCC(C(=O)O)O,104.105,-0.1581,2,2,57.53,2,0,7,0.75
C(C(C(=O)O)O)N,105.093,-1.6094,3,3,83.55,2,0,7,0.666666667
CC(C)C(C(=O)O)Br,181.029,1.4905,1,1,37.3,2,0,8,0.8
CC(C)C(C)C(C)C,114.232,2.9345,0,0,0,2,0,8,1
CC(C)C(=C(C)C)C,112.216,2.9987,0,0,0,1,0,8,0.75
CC(C)C(=O)C(C)C,114.188,1.8675,0,1,17.07,2,0,8,0.857142857
CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C)O,348.483,2.7466,2,4,74.6,2,0,25,0.904761905
CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4=O)C)O,302.414,3.9731,1,3,54.37,0,0,22,0.789473684
CC12CCC3C(C1CCC2O)CCC4C3(CC(C(=O)C4)CO)C,320.473,3.1775,2,3,57.53,1,0,23,0.95
CC12CCC3C(C1CCC2O)CCC4C3(CC(=CC4)CO)C,304.474,3.9186,2,2,40.46,1,0,22,0.9
CC(=O)OCC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,374.521,4.0585,1,4,63.6,3,0,27,0.826086957
C1=CC=C2C(=C1)C=CC(=C2O)S(=O)(=O)O,224.237,1.7921,2,3,74.6,1,2,15,0
C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)O,224.237,1.7921,2,3,74.6,1,2,15,0
CC1=C(C(=CC=C1)O)C(=O)O,152.149,1.39882,2,2,57.53,1,1,11,0.125
CN(C)CC(=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC.Cl,439.983,5.6549,0,4,30.93,8,3,31,0.230769231
CN(C)CC(=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,403.522,5.2331,0,4,30.93,8,3,30,0.230769231
CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)CO,272.347,4.94692,1,1,20.23,1,4,21,0.1
CC1=C2C(=C(C3=CC=CC=C13)CO)C=CC4=CC=CC=C42,272.347,4.94692,1,1,20.23,1,4,21,0.1
CN1C2=C(N=C1OC)N(C(=O)N(C2=O)C)C,224.22,-1.0207,0,4,71.05,1,2,16,0.444444444
CC1=C2C(=CC=CC2=CC=C1)C,156.228,3.45664,0,0,0,0,2,12,0.166666667
C1=CC(=C(C(=C1)C(=O)O)C(=O)O)C(=O)O,210.141,0.7812,3,3,111.9,3,1,15,0
COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,380.871,5.8678,0,3,27.69,6,3,27,0.130434783
CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4.C(C(C(=O)O)O)(C(=O)O)O,411.454,1.7986,4,5,118.3,4,2,30,0.304347826
CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4,261.368,3.9212,0,1,3.24,1,2,20,0.263157895
C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N,287.366,3.79867,3,3,75.89,2,2,22,0
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-],364.92,1.3976,0,1,6.25,3,2,26,0.173913043
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3,329.467,4.3936,0,1,6.25,3,2,25,0.173913043
C1=CC2=CC(=O)C(=C(C(=C2C(=C1)O)O)O)O,220.18,1.0224,4,5,97.99,0,2,16,0
C1=CC2=C(C(=C1)O)C(=CN2)CCN,176.219,1.3747,3,2,62.04,2,2,13,0.2
CC1=C(C(=CC=C1)[N+](=O)[O-])N,152.153,1.48542,1,3,69.16,1,1,11,0.142857143
CCC(=O)C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,348.527,4.1002,2,3,57.53,2,0,25,0.954545455
CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCCC4)C)C,370.665,8.4179,0,0,0,5,0,27,0.925925926
CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,290.447,3.9591,1,2,37.3,0,0,21,0.947368421
CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,290.447,3.9591,1,2,37.3,0,0,21,0.947368421
CC1=CC=C(C2=CC=CC=C12)C,156.228,3.45664,0,0,0,0,2,12,0.166666667
C1=CC=C2C(=C1)C(=CC=C2O)O,160.172,2.251,2,2,40.46,0,2,12,0
CC1=C2C=CC=C(C2=CC=C1)C,156.228,3.45664,0,0,0,0,2,12,0.166666667
COC1=C(C(=C(C=C1)C(=O)O)OC)OC,212.201,1.4106,1,4,64.99,4,1,15,0.3
CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CO)N,241.251,-2.1023,3,5,118.93,1,2,17,0.444444444
C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],184.107,1.2086,1,5,106.51,2,1,13,0
C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],696.678,1.4714,2,12,215.88,7,6,48,0
C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)O)N)S(=O)(=O)O,652.714,8.1486,4,10,210.22,7,6,46,0
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)O)O,328.349,4.2075,2,5,99.32,3,3,23,0
C1=CC=C2C(=C1)C=CC(=C2Br)O,223.069,3.3079,1,1,20.23,0,2,12,0
CC1=C(C2=CC=CC=C2C=C1)C,156.228,3.45664,0,0,0,0,2,12,0.166666667
C1=CC=C2C(=C1)C=CC(=C2O)O,160.172,2.251,2,2,40.46,0,2,12,0
C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O.C1=CC=C(C(=C1)C(=O)O)O,432.52,4.255,3,5,93.89,4,3,32,0.307692308
C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,294.398,3.1646,1,3,36.36,3,2,22,0.421052632
CC(=O)N1C2=CC=CC=C2C(=O)C1=O,189.17,0.7624,0,3,54.45,0,1,14,0.1
C1=NC2=C(C(=N1)S)N=CN2C3C(C(C(O3)CO)O)O,284.297,-1.2735,4,8,113.52,2,2,19,0.5
C1=CC=C(C=C1)C(C2=CC=CC=C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,350.461,6.5822,0,1,9.23,6,4,27,0.076923077
C1=CC=C(C=C1)C(=NO)C2=CC=CC=C2,197.237,2.9132,1,2,32.59,2,2,15,0
C1=CC=C2C(=C1)C(=O)N(C2=O)CCBr,254.083,1.6775,0,2,37.38,2,1,14,0.2
CC1=CC2=C(C=CC=C2C=C1)C,156.228,3.45664,0,0,0,0,2,12,0.166666667
CC1=CC2=CC=CC=C2C(=C1)C,156.228,3.45664,0,0,0,0,2,12,0.166666667
CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl.CC1(C(N2C(S1)C(C2=O)NC(=O)CSCC=C)C(=O)O)C,601.191,2.9581,3,9,142.27,12,1,39,0.538461538
CC1(C(N2C(S1)C(C2=O)NC(=O)CSCC=C)C(=O)O)C,330.431,0.5373,2,5,86.71,6,0,21,0.615384615
C1=C(C=C(C(=C1Cl)OCC(=O)O)Cl)Cl,255.484,3.1102,1,2,46.53,3,1,14,0.125
C1=CC(=C(C(=C1)Cl)OCC(=O)O)Cl,221.039,2.4568,1,2,46.53,3,1,13,0.125
C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,342.297,-5.3956,8,11,189.53,5,0,23,1
C1=CC(=C(C(=C1)Cl)Cl)O,163.003,2.699,1,1,20.23,0,1,9,0
CC1=C(C(=CC=C1)C)O,122.167,2.00904,1,1,20.23,0,1,9,0.25
CC1=C(C(=C(C(=C1Br)Br)Br)Br)O,423.724,4.75062,1,1,20.23,0,1,12,0.142857143
C(CCl)NCC(C(C(C(CNCCCl)O)O)O)O,305.202,-1.9132,6,6,104.98,11,0,18,1
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],444.566,0.8135,0,7,109.8,16,0,29,0.9
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,422.584,4.1521,1,6,106.97,16,0,28,0.9
CC1=CC=CC=C1C(=O)C,134.178,2.19762,0,1,17.07,1,1,10,0.222222222
C1=CC=C(C(=C1)[N+](=O)[O-])Br,202.007,2.3573,0,2,43.14,1,1,10,0
C1=CC=C2C(=C1)C=C3C(=C2O)C=CC(=C3O)O,226.231,3.1098,3,3,60.69,0,3,17,0
C1C(=O)N=C(N1C(=O)C2=CC=CC=C2)S,220.253,0.9548,1,2,49.74,1,1,15,0.1
CCCCOC(=O)C1=CC=C(C=C1)N.C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],422.35,3.3425,2,10,201.97,7,2,30,0.235294118
CC(C)C1=CC=CC=C1C(C)C,162.276,3.9334,0,0,0,2,1,12,0.5
CC(=O)C1=CC=CC=C1[N+](=O)[O-],165.148,1.7974,0,3,60.21,2,1,12,0.125
CCOC1=NC2=C(N1C)C(=O)N(C(=O)N2C)C,238.247,-0.6306,0,4,71.05,2,2,17,0.5
C1=CC(=C(C=C1O)[N+](=O)[O-])[N+](=O)[O-],184.107,1.2086,1,5,106.51,2,1,13,0
C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O,238.242,3.1656,1,3,50.44,1,3,18,0
C1=CC=C(C=C1)C(CC2=CC(=C(C(=C2)I)O)I)C(=O)O,494.066,4.0123,2,2,57.53,4,2,20,0.133333333
CC(C)(C)C1=CC(=C(C=C1)O)C2=CC=CC=C2,226.319,4.3567,1,1,20.23,1,2,17,0.25
C1=CC=C2C(=C1)C=C3C(=N2)C=CC=C3N,194.237,2.9702,1,2,38.91,0,3,15,0
C1=CC=C2C(=C1)C=C3C=CC=C(C3=N2)N,194.237,2.9702,1,2,38.91,0,3,15,0
CN(C)C1=C(C=C(C(=C1)F)N=NC2=C(C=CC(=C2)F)F)F,297.255,4.7244,0,3,27.96,3,2,21,0.142857143
C1=CC=C(C(=C1)C(=O)[O-])O.[K+],176.212,-3.2403,1,3,60.36,1,1,11,0
CC1=CC(=C(C=C1)[N+](=O)[O-])N,152.153,1.48542,1,3,69.16,1,1,11,0.142857143
CCC1=CC=CC=C1N,121.183,1.8312,1,1,26.02,1,1,9,0.25
COC1=CC=CC=C1Br,187.036,2.4577,0,1,9.23,1,1,9,0.142857143
C1=CC2=C(C(=C1)N)N=CC=C2,144.177,1.817,1,2,38.91,0,2,11,0
C1=CC(=O)C2=CC=CNC2=C1,145.161,1.4797,1,1,32.86,0,0,11,0
CN1C=NC2=C1C(=O)N=C(N2)N,165.156,-0.7612,2,4,89.59,0,2,12,0.166666667
C1=CC=C2C(=C1)NC3=CC=CC=C3[As]2Cl,277.586,2.0881,1,1,12.03,0,2,15,0
CC(=O)C(=O)C1=CC=CC=C1,148.161,1.4583,0,2,34.14,2,1,11,0.111111111
CC(=O)N(C)C1=CC=CC=C1,149.193,1.6693,0,1,20.31,1,1,11,0.222222222
CC(=O)N(C1=CC=CC=C1)Cl,169.611,2.1933,0,1,20.31,1,1,11,0.125
COC1=C(C=CC(=C1)C=C2CCCC(=CC3=CC(=C(C=C3)O)OC)C2=O)O,366.413,4.335,2,5,75.99,4,2,27,0.227272727
CN(C1=CC=C(C=C1)O)C(=O)C(Cl)Cl,234.082,2.1587,1,2,40.54,2,1,14,0.222222222
CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O.Cl,337.847,3.293,3,4,61.72,7,2,23,0.333333333
CCC1=C(C(=CC=C1)CC)N,149.237,2.3936,1,1,26.02,2,1,11,0.4
COC1=CC=CC=C1C(=O)O,152.149,1.3934,1,2,46.53,2,1,11,0.125
C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC=C2C(=O)O,257.245,2.8266,3,3,86.63,4,2,19,0
C1=CC=C2C=C(C=CC2=C1)Br,207.07,3.6023,0,0,0,0,2,11,0
C1=CC2=C(C=CC(=C2)N)N=C1,144.177,1.817,1,2,38.91,0,2,11,0
C1=CC2=C(C=CC(=C2)O)N=C1,145.161,1.9404,1,2,33.12,0,2,11,0
C1=CC=C2C(=C1)C=C(C=N2)N,144.177,1.817,1,2,38.91,0,2,11,0
C1=CC=C2C(=C1)C=C(C=N2)O,145.161,1.9404,1,2,33.12,0,2,11,0
C1=CC2=C(C=C(C=C2)N)N=C1,144.177,1.817,1,2,38.91,0,2,11,0
C1=CNC2=CC(=O)C=CC2=C1,145.161,1.4797,1,1,32.86,0,0,11,0
C1=CC=C2C(=C1)C=CC(=N2)N,144.177,1.817,1,2,38.91,0,2,11,0
CCN(CC)C1=NC(=NC(=N1)Cl)N(CC)CC,257.769,2.2174,0,5,45.15,6,1,17,0.727272727
C1=CC=C(C=C1)C2=CC(=CC=C2)O,170.211,3.0592,1,1,20.23,1,2,13,0
[C-]#[N+]C(=CC1=CC=C(C=C1)O)C(=CC2=CC=C(C=C2)O)[N+]#[C-],288.306,4.31838,2,2,49.18,3,2,22,0
CC1=CC2=CC=CC=C2C=C1C,156.228,3.45664,0,0,0,0,2,12,0.166666667
CC1=CC2=C(C=C1)C=C(C=C2)C,156.228,3.45664,0,0,0,0,2,12,0.166666667
C1C=CCNC1C2=CN=CC=C2,160.22,1.6722,1,2,24.92,1,1,12,0.3
C1=CC=NC(=C1)C2=CN=CC=C2,156.188,2.1436,0,2,25.78,1,2,12,0
C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C=C1S(=O)(=O)O,288.302,1.3332,2,4,108.74,2,2,18,0
C1CN(CC2=CC=CC=C21)C(=N)N.C1CN(CC2=CC=CC=C21)C(=N)N.OS(=O)(=O)O,448.549,1.22354,6,4,180.82,0,2,31,0.3
C1=CC=C2C=C(C=CC2=C1)[N+](=O)[O-],173.171,2.748,0,2,43.14,1,2,13,0
C1=CC=C2C=C(C=CC2=C1)CC(=O)O,186.21,2.4669,1,1,37.3,2,2,14,0.083333333
CC(=O)NC1=CC2=CC=CC=C2C=C1,185.226,2.7982,1,1,29.1,1,2,14,0.083333333
C1=CC=C2C=C(C=CC2=C1)N=NC3=CC4=CC=CC=C4C=C3,282.346,6.4084,0,2,24.72,2,4,22,0
CC1=CC2=C(C=C1)C=CC(=C2)C,156.228,3.45664,0,0,0,0,2,12,0.166666667
C1=CC(=CC2=C1C=CC(=C2)O)O,160.172,2.251,2,2,40.46,0,2,12,0
CC(CN)C1=CC=CC=C1,135.21,1.7488,1,1,26.02,2,1,10,0.333333333
C1=CC=C(C=C1)C(=O)[O-].[K+],160.213,-2.9459,0,2,40.13,1,1,10,0
CCOC(=O)C1=CC(=CC=C1)N,165.192,1.4455,1,3,52.32,2,1,12,0.222222222
CC(C)(C)NCC(C1=CC(=CC=C1)F)O.Br,292.192,2.8251,2,2,32.26,3,1,16,0.5
CC(C)(C)NCC(C1=CC(=CC=C1)F)O,211.28,2.2472,2,2,32.26,3,1,15,0.5
CCCCNCC(C1=CC(=CC=C1)F)O.Br,292.192,2.8267,2,2,32.26,6,1,16,0.5
CCCCNCC(C1=CC(=CC=C1)F)O,211.28,2.2488,2,2,32.26,6,1,15,0.5
CC(CC1=CC=CC=C1O)NC,165.236,1.5426,2,2,32.26,3,1,12,0.4
C=CCOC(=O)C1=CC=CC=C1,162.188,2.0294,0,2,26.3,3,1,12,0.1
C1=CC=C(C=C1)C(=O)[O-].C1=CC=C(C=C1)C(=O)[O-].[Hg+2],442.82,0.0977,0,4,80.26,2,2,19,0
C1=CC=C(C=C1)C(=O)OCCCCCF,210.248,2.9832,0,2,26.3,6,1,15,0.416666667
C1=CC=C2C(=C1)NC(=N2)S,150.206,1.8516,2,2,28.68,0,2,10,0
C1=CC=C(C=C1)C=C2C(=O)N=C(N2)S,204.254,1.4431,2,2,41.46,1,1,14,0
CCC(C)C(C)CC,114.232,3.0786,0,0,0,3,0,8,1
C(=O)(C(=O)[O-])[O-].[K+].[K+],166.214,-9.5058,0,4,80.26,0,0,8,0
C1=CC=C(C(=C1)Br)Br,235.906,3.2116,0,0,0,0,1,8,0
C1=CC=C(C(=C1)Br)I,282.906,3.0537,0,0,0,0,1,8,0
CC1CCCCC1C,112.216,2.8326,0,0,0,0,0,8,1
CC1=C(C=NC=C1)C,107.156,1.69844,0,1,12.89,0,1,8,0.285714286
CC1CCCCC1O,114.188,1.5574,1,1,20.23,0,0,8,1
CC1CCCCC1=O,112.172,1.7656,0,1,17.07,0,0,8,0.857142857
CC1=C(N=CC=C1)C,107.156,1.69844,0,1,12.89,0,1,8,0.285714286
C1=CC(=O)C(=O)C=C1,108.096,0.2506,0,2,34.14,0,0,8,0
CC1=CC(=C(C=C1)N)Br,186.052,2.33972,1,1,26.02,0,1,9,0.142857143
CC1=C(C=CC(=C1)Br)N,186.052,2.33972,1,1,26.02,0,1,9,0.142857143
CC1=CC(=O)C(=CC=C1)O,136.15,1.06082,1,2,37.3,0,1,10,0.125
CCCCCCCCC(=C(CCCCCCCCCCCC(=O)OCC)I)I,618.422,9.6728,0,2,26.3,20,0,28,0.875
CCOC(=O)C(CSSCC(C(=O)OCC)N)N,296.414,0.1486,2,8,104.64,9,0,18,0.8
CSCCC(C(=O)O)O,150.199,0.185,2,3,57.53,4,0,9,0.8
CCC(CC)O,88.15,1.1673,1,1,20.23,2,0,6,1
CCC(CO)O,90.122,-0.2504,2,2,40.46,2,0,6,1
C(=O)([O-])[O-].[K+].[K+],138.204,-8.439,0,3,63.19,0,0,6,0
C(=O)([O-])[O-].[Rb+].[Rb+],230.944,-8.439,0,3,63.19,0,0,6,0
C1=NN=CN1N,84.082,-1.0081,1,3,56.73,0,1,6,0
CC(=O)O.CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)[Hg],465.963,3.369,2,2,57.53,2,1,20,0.5625
CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)[Hg],405.911,3.2781,1,1,20.23,2,1,16,0.571428571
CC(=O)N1CC(=O)N=C1S,158.182,-0.3391,1,2,49.74,0,0,10,0.4
C1=CC(=CC(=C1)[N+](=O)[O-])N=NC2=CC(=C(C=C2)O)C(=O)[O-].[Na+],309.213,-0.9167,1,7,128.22,4,2,22,0
C1=CC(=CC(=C1)[N+](=O)[O-])N=NC2=CC(=C(C=C2)O)C(=O)O,287.231,3.414,2,6,125.39,4,2,21,0
C1CC(=O)N=C1[O-].C1CC(=O)N=C1[O-].[Hg+2],396.752,-1.8713,0,4,104.98,0,0,15,0.5
C1CC(=O)NC1=O,99.089,-0.577,1,2,46.17,0,0,7,0.5
CC1=CC(=C(C=C1C(=O)O)C(C)C)O,194.23,2.52222,2,2,57.53,2,1,14,0.363636364
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Br,247.004,2.2655,0,4,86.28,2,1,13,0
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,302.414,4.002,0,3,43.37,5,0,22,0.578947368
CC1=C(C=C(C=C1)N=C=O)N=C=O,174.159,1.92962,0,4,58.86,2,1,13,0.111111111
CN1C=NC=C1CC(C(=O)O)NC(=O)CCN,240.263,-1.1192,3,4,110.24,6,1,17,0.5
CC1=CC=CC=C1N=NC2=CC=CC=C2C,210.28,4.71884,0,2,24.72,2,2,16,0.142857143
CCCC(C(=O)O)Br,181.029,1.6346,1,1,37.3,3,0,8,0.8
CCCC(C)C(C)C,114.232,3.0786,0,0,0,3,0,8,1
CC(=C)C(=O)OC(C)(C)C,142.198,1.9042,0,2,26.3,1,0,10,0.625
CCCCCC(=O)C(=O)C,142.198,1.7248,0,2,34.14,5,0,10,0.75
CC(C)(C)C1=CC(=CC=C1)O,150.221,2.6897,1,1,20.23,0,1,11,0.4
C1=CC(=CC(=C1)S(=O)(=O)O)O,174.177,0.6389,2,3,74.6,1,1,11,0
CC(=O)NC1=CC(=CC=C1)[As](=O)(O)[O-].[Na+],281.075,-4.422,2,3,89.46,2,1,15,0.125
CC(=O)NC1=CC(=CC=C1)[As](=O)(O)O,259.093,-0.794,3,2,86.63,2,1,14,0.125
CC(C1=CC=CC=C1)Br,185.064,3.1425,0,0,0,1,1,9,0.25
CC1=CC(=CC=C1)C(=O)C,134.178,2.19762,0,1,17.07,1,1,10,0.222222222
C1=CC(=CC(=C1)Br)C(=O)O,201.019,2.1473,1,1,37.3,1,1,10,0
C1=CC(=CC(=C1)Br)[N+](=O)[O-],202.007,2.3573,0,2,43.14,1,1,10,0
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,342.297,-5.3972,8,11,189.53,4,0,23,1
C1=C(C=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-],184.107,1.2086,1,5,106.51,2,1,13,0
CC(=O)C1=CC(=CC=C1)OC,150.177,1.8978,0,2,26.3,2,1,11,0.222222222
COC1=CC=CC(=C1)C(=O)O,152.149,1.3934,1,2,46.53,2,1,11,0.125
CC(C)C1=CC=C(C=C1)Br,199.091,3.5725,0,0,0,1,1,10,0.333333333
CC1=CCC(=C(C)C)CC1,136.238,3.453,0,0,0,0,0,10,0.6
CN(C)C1=CC=C(C=C1)Br,200.079,2.5151,0,1,3.24,1,1,10,0.25
C1=CC(=CC=C1[N+](=O)[O-])Br,202.007,2.3573,0,2,43.14,1,1,10,0
CC(=C1CCC(CC1)(C)O)C,154.253,2.6478,1,1,20.23,0,0,11,0.8
CC(C)C1=CCC(CC1)(C)O,154.253,2.5037,1,1,20.23,1,0,11,0.8
COCC1=CC=C(O1)[N+](=O)[O-],157.125,1.3342,0,4,65.51,3,1,11,0.333333333
CC(=O)C1=CC=C(C=C1)C(=O)O,164.16,1.5874,1,2,54.37,2,1,12,0.111111111
C1=CC(=CC=C1C(=O)O)N=NC2=CC=C(C=C2)C(=O)O,270.244,3.4984,2,4,99.32,4,2,20,0
C1=CC=NC(=C1)CO,109.128,0.5739,1,2,33.12,1,1,8,0.166666667
CCC1=CC(=CC=C1)N,121.183,1.8312,1,1,26.02,1,1,9,0.25
